Channel,trl,rip_start,rip_end,rip_peak,rip_dur,entropy,surprise,meanEnt,rt,trl_num,subI
1,87,337,357,347,0.044,1.668391439,0.925999419,1.567988255,497,235,4
1,90,63,77,65,0.032,1.60167462,0.841302254,1.572044985,597,240,4
1,91,74,85,82,0.026,1.811278124,1.415037499,1.726947923,467,245,4
1,91,350,362,354,0.028,1.811278124,1.415037499,1.726947923,467,245,4
1,92,561,573,571,0.028,1.614330835,1.378511623,1.645639803,533,250,4
1,93,47,58,50,0.026,1.764097656,1.415037499,1.632700609,961,253,4
1,93,353,369,362,0.036,1.764097656,1.415037499,1.632700609,961,253,4
1,94,215,227,220,0.028,1.739454196,1.280107919,1.611013175,474,254,4
1,96,810,821,814,0.026,1.620335266,1,1.590908157,462,259,4
1,97,65,76,73,0.026,1.569432036,0.943416472,1.576473669,442,262,4
1,103,131,148,138,0.038,1.61875343,1.725825037,1.572044985,673,280,4
1,104,955,971,960,0.036,1.921928095,1.321928095,1.921928095,538,282,4
1,112,418,434,425,0.036,1.371640762,3,1.632700609,819,293,4
1,113,754,765,756,0.026,1.451660764,0.628031223,1.611013175,696,294,4
1,115,780,792,785,0.028,1.360527311,0.547487795,1.618580847,874,296,4
1,116,879,893,888,0.032,1.319035274,0.514573173,1.604267483,557,297,4
1,117,829,861,835,0.068,1.280019973,0.485426827,1.597211799,579,298,4
1,118,547,563,551,0.036,1.243300369,0.459431619,1.590908157,485,299,4
1,121,416,430,418,0.032,1.23042442,0.452512205,1.572778053,627,303,4
1,122,79,90,84,0.026,1.201245395,0.432959407,1.572728684,494,304,4
1,122,188,204,198,0.036,1.201245395,0.432959407,1.572728684,494,304,4
1,122,490,501,498,0.026,1.201245395,0.432959407,1.572728684,494,304,4
1,129,189,204,197,0.034,1.262670289,0.550197083,1.571143917,756,318,4
1,130,475,486,480,0.026,1.245515961,0.534336428,1.56506768,517,319,4
1,131,791,803,796,0.028,1.228801257,0.519374159,1.572044985,577,320,4
1,133,141,164,152,0.05,1.752715279,1.584962501,1.687635165,474,326,4
1,133,683,703,691,0.044,1.752715279,1.584962501,1.687635165,474,326,4
1,134,808,819,818,0.026,1.721928095,1.321928095,1.679022292,626,327,4
1,135,512,523,518,0.026,1.784159128,1.584962501,1.653932078,621,329,4
1,136,204,218,209,0.032,1.64571137,1.087462841,1.611013175,643,334,4
1,136,903,919,913,0.036,1.64571137,1.087462841,1.611013175,643,334,4
1,137,905,918,915,0.03,1.782228719,1.152003093,1.604267483,655,337,4
1,140,351,366,356,0.034,1.737014811,1.058893689,1.576473669,639,342,4
1,141,165,192,176,0.058,1.709778149,2.700439718,1.572778053,855,343,4
1,142,233,245,237,0.028,1.741300789,1.054447784,1.572728684,633,344,4
1,144,125,138,129,0.03,1.751629167,2,1.583200642,760,353,4
1,150,73,86,82,0.03,1.826245258,2.115477217,1.645639803,697,370,4
1,151,252,263,259,0.026,1.835237745,1.485426827,1.658674884,632,371,4
1,152,784,797,791,0.03,1.765957321,1.321928095,1.604267483,555,377,4
1,164,803,821,811,0.04,1.321606958,0.502500341,1.611013175,451,414,4
1,167,352,364,362,0.028,1.191760148,0.415037499,1.604267483,362,417,4
1,167,544,563,555,0.042,1.191760148,0.415037499,1.604267483,362,417,4
1,167,922,939,933,0.038,1.191760148,0.415037499,1.604267483,362,417,4
1,168,23,44,34,0.046,1.154222185,3.392317423,1.597211799,850,418,4
1,172,374,387,381,0.03,1.145235779,0.395928676,1.576473669,503,422,4
1,175,246,267,258,0.046,1.062269811,0.347923303,1.558296413,638,425,4
1,178,45,60,50,0.034,1.918295834,1.584962501,1.834419445,627,443,4
1,178,87,98,92,0.026,1.918295834,1.584962501,1.834419445,627,443,4
1,182,495,508,498,0.03,1.864007954,1.295455884,1.572728684,930,464,4
1,184,340,363,355,0.05,1.819852846,1.157541277,1.558618152,526,466,4
1,188,521,534,528,0.03,1.726610231,0.956931278,1.567405451,404,470,4
1,192,267,281,271,0.032,1.697834347,0.961525852,1.579610219,487,474,4
1,192,959,976,967,0.038,1.697834347,0.961525852,1.579610219,487,474,4
1,194,710,722,717,0.028,1.742737649,2,1.574918877,650,477,4
1,197,138,150,141,0.028,1.733985897,1.033947332,1.572044985,544,480,4
2,5,495,509,501,0.032,1.669909514,1.485426827,1.558296413,974,25,4
2,6,370,387,378,0.038,1.61959637,1.343954401,1.567405451,638,30,4
2,20,911,926,918,0.034,1.628619462,0.857980995,1.558618152,514,66,4
2,23,605,616,608,0.026,1.79248125,2.584962501,1.834419445,989,83,4
2,24,310,321,312,0.026,1.842370993,1.222392421,1.77724391,723,84,4
2,25,642,657,648,0.034,1.75,1,1.726947923,738,85,4
2,31,40,53,41,0.03,1.880770678,1.209453366,1.579610219,632,114,4
2,32,548,562,554,0.032,1.862450467,2.440572591,1.567988255,879,115,4
2,35,85,128,109,0.09,1.823067982,2.459431619,1.642594688,872,128,4
2,40,681,698,691,0.038,1.962144157,1.716207034,1.581597673,927,140,4
2,43,841,853,851,0.028,1.959298911,1.925999419,1.567988255,778,155,4
2,44,518,529,523,0.026,1.957136738,1.963474124,1.570267278,662,156,4
2,52,3,25,10,0.048,1.277613437,0.459431619,1.642594688,510,168,4
2,59,948,961,957,0.03,0.927447923,0.275634443,1.581597673,456,180,4
2,61,345,357,347,0.028,0.874309555,3.64385619,1.576473669,697,182,4
2,62,419,430,425,0.026,0.969918434,0.308122295,1.572778053,823,183,4
2,64,486,509,502,0.05,0.99446634,0.334419039,1.558618152,485,186,4
2,67,532,547,542,0.034,0.870061935,0.277533976,1.574918877,802,197,4
2,73,826,845,838,0.042,1.79248125,1,1.834419445,554,203,4
2,77,295,306,303,0.026,1.551098171,2,1.653932078,754,209,4
2,83,456,474,466,0.04,1.595079134,0.884522783,1.586943097,544,221,4
2,85,536,560,547,0.052,1.707634475,1,1.583200642,585,233,4
2,86,192,203,197,0.026,1.687982239,0.961525852,1.579610219,575,234,4
2,86,552,573,559,0.046,1.687982239,0.961525852,1.579610219,575,234,4
2,87,94,107,106,0.03,1.668391439,0.925999419,1.567988255,497,235,4
2,88,787,798,791,0.026,1.655504553,0.929610672,1.574918877,744,237,4
2,92,849,860,853,0.026,1.614330835,1.378511623,1.645639803,533,250,4
2,94,426,447,443,0.046,1.739454196,1.280107919,1.611013175,474,254,4
2,101,770,785,776,0.034,1.657029617,0.961525852,1.579610219,662,274,4
2,104,611,622,615,0.026,1.921928095,1.321928095,1.921928095,538,282,4
2,110,447,477,458,0.064,1.483831707,0.637429921,1.658674884,491,291,4
2,113,987,998,993,0.026,1.451660764,0.628031223,1.611013175,696,294,4
2,121,204,216,205,0.028,1.23042442,0.452512205,1.572778053,627,303,4
2,121,314,325,318,0.026,1.23042442,0.452512205,1.572778053,627,303,4
2,123,961,983,969,0.048,1.173482033,0.415037499,1.558296413,492,305,4
2,125,818,837,825,0.042,1.211477825,2.906890596,1.567503819,768,307,4
2,131,495,511,500,0.036,1.228801257,0.519374159,1.572044985,577,320,4
2,133,569,580,575,0.026,1.752715279,1.584962501,1.687635165,474,326,4
2,142,695,707,698,0.028,1.741300789,1.054447784,1.572728684,633,344,4
2,143,110,125,113,0.034,1.742036144,2,1.576129379,767,349,4
2,156,810,821,815,0.026,1.75678834,2.039528364,1.579610219,973,394,4
2,159,213,234,227,0.046,1.842370993,1.222392421,1.77724391,592,404,4
2,164,40,52,51,0.028,1.321606958,0.502500341,1.611013175,451,414,4
2,167,180,193,192,0.03,1.191760148,0.415037499,1.604267483,362,417,4
2,168,240,258,249,0.04,1.154222185,3.392317423,1.597211799,850,418,4
2,174,79,94,88,0.034,1.088459599,0.362570079,1.572728684,532,424,4
2,175,424,437,434,0.03,1.062269811,0.347923303,1.558296413,638,425,4
2,176,591,602,601,0.026,1.22238894,2.925999419,1.567988255,580,435,4
2,183,499,516,510,0.038,1.842370993,1.222392421,1.558296413,579,465,4
2,186,692,712,701,0.044,1.773442796,1.047305715,1.570235799,497,468,4
2,187,281,294,291,0.03,1.75,1,1.576129379,480,469,4
2,191,691,702,695,0.026,1.717760252,1,1.583200642,538,473,4
2,192,784,795,789,0.026,1.697834347,0.961525852,1.579610219,487,474,4
1,6,629,644,638,0.034,1.324460293,0.540568381,1.60874648,667,13,5
1,11,220,232,228,0.028,1.297796812,0.64385619,1.53790112,833,22,5
1,18,646,659,648,0.03,1.657742727,2.169925001,1.747490659,721,46,5
1,18,821,832,825,0.026,1.657742727,2.169925001,1.747490659,721,46,5
1,19,203,229,225,0.056,1.685475297,1,1.701362738,487,47,5
1,20,483,495,484,0.028,1.617189573,0.874469118,1.716859938,727,48,5
1,21,320,331,321,0.026,1.551098171,0.777607579,1.696341388,598,49,5
1,21,928,946,935,0.04,1.551098171,0.777607579,1.696341388,598,49,5
1,23,185,197,190,0.028,1.344314767,1.047305715,1.495691798,587,68,5
1,27,615,641,631,0.056,1.788450457,1.807354922,1.63096642,967,91,5
1,31,838,850,849,0.028,1.790139266,1.432959407,1.524658728,565,104,5
1,34,484,496,492,0.028,1.727034162,1.299560282,1.491930316,594,109,5
1,38,359,370,360,0.026,1.724935493,1.378511623,1.496242207,833,116,5
1,39,69,80,74,0.026,1.71555701,1.415037499,1.489023679,711,117,5
1,39,246,259,257,0.03,1.71555701,1.415037499,1.489023679,711,117,5
1,53,55,67,65,0.028,1.554609761,0.736965594,1.62805475,529,212,5
1,59,360,371,366,0.026,1.519396893,0.847996907,1.524658728,552,224,5
1,67,623,634,627,0.026,1.757004141,1.700439718,1.53247259,763,263,5
1,68,894,905,899,0.026,1.752715279,1.754887502,1.524658728,962,264,5
1,69,105,118,110,0.03,1.750641528,1.637429921,1.514449885,962,265,5
1,69,171,184,179,0.03,1.750641528,1.637429921,1.514449885,962,265,5
1,75,258,276,269,0.04,1.686452365,1.304854582,1.479426658,437,279,5
1,80,365,386,376,0.046,1.677421284,1.415037499,1.60874648,539,293,5
1,81,671,683,678,0.028,1.657876435,1.280107919,1.586570342,914,294,5
1,84,987,999,994,0.028,1.541689225,1.064130337,1.552215212,726,300,5
1,85,375,393,383,0.04,1.520426041,1.415037499,1.545068313,756,301,5
1,85,416,432,422,0.036,1.520426041,1.415037499,1.545068313,756,301,5
1,85,483,499,492,0.036,1.520426041,1.415037499,1.545068313,756,301,5
1,89,163,174,166,0.026,1.84742012,2.247927513,1.566190309,939,336,5
1,92,496,512,503,0.036,1.788661038,1.669851398,1.494160658,855,352,5
1,92,614,626,618,0.028,1.788661038,1.669851398,1.494160658,855,352,5
1,94,838,865,853,0.058,1.891061112,1.584962501,1.747490659,727,366,5
1,95,140,151,144,0.026,1.846439345,1.736965594,1.701362738,792,367,5
1,96,82,100,93,0.04,1.76049503,1.378511623,1.649256847,996,370,5
1,96,584,599,591,0.034,1.76049503,1.378511623,1.649256847,996,370,5
1,99,970,981,980,0.026,1.669909514,1.222392421,1.514449885,814,385,5
1,102,640,652,644,0.028,1.655653347,2.247927513,1.498800939,943,395,5
1,103,151,164,156,0.03,1.79248125,1,1.876357639,591,403,5
1,105,204,216,208,0.028,1.548794941,0.678071905,1.778558532,428,405,5
1,106,582,607,598,0.054,1.446616668,0.584962501,1.747490659,750,406,5
1,112,546,559,547,0.03,1.081967278,0.36923381,1.495691798,568,428,5
1,112,721,733,724,0.028,1.081967278,0.36923381,1.495691798,568,428,5
1,114,74,85,83,0.026,1.072380073,0.374395515,1.494160658,644,432,5
1,114,500,532,529,0.068,1.072380073,0.374395515,1.494160658,644,432,5
1,120,945,962,952,0.038,1.657742727,0.847996907,1.747490659,715,446,5
1,122,696,707,703,0.026,1.49111485,2.459431619,1.716859938,791,448,5
1,125,167,186,180,0.042,1.429911171,0.637429921,1.63096642,599,451,5
1,125,622,633,625,0.026,1.429911171,0.637429921,1.63096642,599,451,5
1,126,2,19,14,0.038,1.375279366,2.321928095,1.62805475,867,452,5
1,129,513,525,518,0.028,1.335505557,0.584962501,1.586672018,605,455,5
1,129,726,737,729,0.026,1.335505557,0.584962501,1.586672018,605,455,5
1,131,750,761,754,0.026,1.256779649,0.514573173,1.562021147,868,457,5
1,132,199,210,200,0.026,1.220728902,0.485426827,1.555176446,492,458,5
1,135,217,237,225,0.044,1.199703535,0.5360529,1.510637604,525,466,5
1,135,629,644,638,0.034,1.199703535,0.5360529,1.510637604,525,466,5
1,135,895,917,913,0.048,1.199703535,0.5360529,1.510637604,525,466,5
1,136,810,826,817,0.036,1.177218918,0.514573173,1.497600582,540,467,5
1,138,471,483,482,0.028,1.184140762,0.540568381,1.491930316,369,469,5
1,139,139,151,144,0.028,1.164335786,2.044394119,1.491348948,474,470,5
1,140,627,638,629,0.026,1.188308429,0.563900885,1.498748434,392,471,5
1,140,870,881,872,0.026,1.188308429,0.563900885,1.498748434,392,471,5
2,5,749,763,755,0.032,1.429911171,0.637429921,1.63096642,457,11,5
2,7,243,257,250,0.032,1.336160254,0.621488377,1.562021147,680,17,5
2,10,848,861,854,0.03,1.301251785,0.61667136,1.552215212,598,20,5
2,11,249,261,255,0.028,1.297796812,0.64385619,1.53790112,833,22,5
2,12,483,494,485,0.026,1.272041535,1.893084796,1.53247259,541,23,5
2,13,580,592,586,0.028,1.292410898,0.667424661,1.524658728,458,24,5
2,16,661,672,668,0.026,1.445717801,0.817135943,1.489655201,898,34,5
2,19,129,143,139,0.032,1.685475297,1,1.701362738,487,47,5
2,22,350,365,358,0.034,1.488525295,2.115477217,1.649256847,898,50,5
2,22,731,742,736,0.026,1.488525295,2.115477217,1.649256847,898,50,5
2,23,207,218,211,0.026,1.344314767,1.047305715,1.495691798,587,68,5
2,29,472,513,496,0.086,1.760835283,1.392317423,1.555176446,569,98,5
2,36,386,398,393,0.028,1.725492047,1.544320516,1.494160658,903,112,5
2,36,943,955,949,0.028,1.725492047,1.544320516,1.494160658,903,112,5
2,39,3,21,11,0.04,1.71555701,1.415037499,1.489023679,711,117,5
2,39,99,118,106,0.042,1.71555701,1.415037499,1.489023679,711,117,5
2,40,221,233,223,0.028,1.707515798,1.357552005,1.489040804,587,118,5
2,49,424,438,425,0.032,1.584435072,0.719892081,1.514449885,517,185,5
2,52,553,564,555,0.026,1.729573959,1,1.696341388,699,209,5
2,52,812,825,822,0.03,1.729573959,1,1.696341388,699,209,5
2,56,632,654,639,0.048,1.456801782,2.459431619,1.543789325,634,219,5
2,59,355,367,361,0.028,1.519396893,0.847996907,1.524658728,552,224,5
2,63,163,174,169,0.026,1.497089537,1.618909833,1.48966128,751,240,5
2,63,552,563,562,0.026,1.497089537,1.618909833,1.48966128,751,240,5
2,64,611,629,620,0.04,1.79248125,1,1.876357639,645,243,5
2,67,70,82,78,0.028,1.757004141,1.700439718,1.53247259,763,263,5
2,67,547,559,554,0.028,1.757004141,1.700439718,1.53247259,763,263,5
2,69,135,148,143,0.03,1.750641528,1.637429921,1.514449885,962,265,5
2,71,875,887,876,0.028,1.736477335,1.447458977,1.497600582,534,267,5
2,74,860,871,865,0.026,1.69512605,1.357552005,1.489040804,610,278,5
2,75,51,67,62,0.036,1.686452365,1.304854582,1.479426658,437,279,5
2,79,206,230,224,0.052,1.738149333,1.700439718,1.649256847,832,290,5
2,87,794,806,798,0.028,1.836591668,2.169925001,1.747490659,686,326,5
2,89,835,853,842,0.04,1.84742012,2.247927513,1.566190309,939,336,5
2,92,297,309,303,0.028,1.788661038,1.669851398,1.494160658,855,352,5
2,92,623,636,634,0.03,1.788661038,1.669851398,1.494160658,855,352,5
2,93,279,292,287,0.03,1.788450457,1.807354922,1.479426658,833,359,5
2,94,504,515,509,0.026,1.891061112,1.584962501,1.747490659,727,366,5
2,94,840,863,854,0.05,1.891061112,1.584962501,1.747490659,727,366,5
2,96,90,106,100,0.036,1.76049503,1.378511623,1.649256847,996,370,5
2,97,235,249,244,0.032,1.666812727,1.716207034,1.552215212,639,380,5
2,97,262,283,274,0.046,1.666812727,1.716207034,1.552215212,639,380,5
2,99,232,246,234,0.032,1.669909514,1.222392421,1.514449885,814,385,5
2,99,623,636,632,0.03,1.669909514,1.222392421,1.514449885,814,385,5
2,100,248,264,257,0.036,1.680399753,1.263034406,1.494410308,809,393,5
2,101,833,847,840,0.032,1.668384446,1.209453366,1.489655201,932,394,5
2,103,422,433,428,0.026,1.79248125,1,1.876357639,591,403,5
2,105,84,98,89,0.032,1.548794941,0.678071905,1.778558532,428,405,5
2,105,810,822,817,0.028,1.548794941,0.678071905,1.778558532,428,405,5
2,106,572,593,581,0.046,1.446616668,0.584962501,1.747490659,750,406,5
2,111,781,795,790,0.032,1.105493096,0.38332864,1.497600582,575,427,5
2,117,654,683,675,0.062,1.015918083,0.341036918,1.498800939,534,435,5
2,121,444,457,448,0.03,1.570950594,0.736965594,1.701362738,540,447,5
2,125,269,281,273,0.028,1.429911171,0.637429921,1.63096642,599,451,5
2,130,168,179,171,0.026,1.294995075,0.547487795,1.566190309,486,456,5
2,135,506,527,513,0.046,1.199703535,0.5360529,1.510637604,525,466,5
2,138,51,68,56,0.038,1.184140762,0.540568381,1.491930316,369,469,5
2,138,289,300,298,0.026,1.184140762,0.540568381,1.491930316,369,469,5
2,139,286,308,301,0.048,1.164335786,2.044394119,1.491348948,474,470,5
2,141,357,374,366,0.038,1.170185159,0.544320516,1.494160658,812,472,5
2,142,259,270,260,0.026,1.152543619,0.526068812,1.494410308,545,473,5
1,1,411,425,418,0.032,1.79248125,1,1.897326737,365,3,6
1,4,730,744,735,0.032,1.863120569,2.807354922,1.701655272,896,25,6
1,4,960,972,970,0.028,1.863120569,2.807354922,1.701655272,896,25,6
1,5,110,124,116,0.032,1.890801603,2.5360529,1.700446648,643,26,6
1,7,517,528,525,0.026,1.896686512,1.632268215,1.69847831,778,28,6
1,7,537,548,541,0.026,1.896686512,1.632268215,1.69847831,778,28,6
1,16,354,368,360,0.032,1.881307112,1.584962501,1.667474469,855,39,6
1,16,584,598,588,0.032,1.881307112,1.584962501,1.667474469,855,39,6
1,17,650,666,659,0.036,1.873640962,1.725825037,1.661906835,826,40,6
1,28,616,627,624,0.026,1.45949116,0.700439718,1.691042385,498,63,6
1,30,621,632,628,0.026,1.402950903,0.637429921,1.701655272,445,65,6
1,30,888,905,895,0.038,1.402950903,0.637429921,1.701655272,445,65,6
1,31,139,151,142,0.028,1.376074607,0.610053482,1.700446648,345,66,6
1,32,620,633,630,0.03,1.350116449,3.321928095,1.702188996,692,67,6
1,32,946,958,952,0.028,1.350116449,3.321928095,1.702188996,692,67,6
1,33,29,43,39,0.032,1.407475765,0.632268215,1.69847831,896,68,6
1,34,954,965,962,0.026,1.382861222,0.607682577,1.6877879,498,69,6
1,36,687,698,692,0.026,1.335942253,0.563900885,1.68118398,486,71,6
1,39,659,673,663,0.032,1.324375279,3.209453366,1.677340333,755,74,6
1,42,67,82,74,0.034,1.330850908,0.567040593,1.682121788,555,77,6
1,43,396,408,400,0.028,1.312013889,0.550197083,1.673881811,573,78,6
1,48,823,838,834,0.034,1.905639062,1.415037499,1.879699219,257,85,6
1,49,60,71,68,0.026,1.846439345,1.321928095,1.802113125,708,87,6
1,49,337,350,349,0.03,1.846439345,1.321928095,1.802113125,708,87,6
1,51,123,137,127,0.032,1.729573959,1,1.786594599,673,89,6
1,54,403,417,413,0.032,1.640223929,0.906890596,1.734556761,604,92,6
1,55,630,641,639,0.026,1.591917187,0.830074999,1.720311317,571,93,6
1,55,940,957,948,0.038,1.591917187,0.830074999,1.720311317,571,93,6
1,59,47,69,54,0.048,1.453490908,0.691877705,1.692446328,492,98,6
1,62,553,572,562,0.042,1.351227481,0.584962501,1.697227324,451,101,6
1,62,849,867,860,0.04,1.351227481,0.584962501,1.697227324,451,101,6
1,63,282,294,290,0.028,1.319995839,2.321928095,1.694973801,722,102,6
1,64,840,856,846,0.036,1.354414976,2.115477217,1.691042385,936,103,6
1,68,575,586,585,0.026,1.349869837,0.658963082,1.702188996,557,107,6
1,69,466,477,474,0.026,1.327145927,0.632268215,1.69847831,497,108,6
1,73,66,80,69,0.032,1.28439016,1.959358016,1.670762415,790,112,6
1,73,600,618,610,0.04,1.28439016,1.959358016,1.670762415,790,112,6
1,75,52,67,65,0.034,1.283551177,1.887525271,1.677340333,615,114,6
1,75,357,369,365,0.028,1.283551177,1.887525271,1.677340333,615,114,6
1,75,490,502,494,0.028,1.283551177,1.887525271,1.677340333,615,114,6
1,75,942,955,950,0.03,1.283551177,1.887525271,1.677340333,615,114,6
1,76,211,224,220,0.03,1.298115729,0.662965013,1.680338498,469,115,6
1,76,296,309,302,0.03,1.298115729,0.662965013,1.680338498,469,115,6
1,77,265,286,276,0.046,1.281552153,0.641546029,1.683327538,470,116,6
1,77,742,754,751,0.028,1.281552153,0.641546029,1.683327538,470,116,6
1,79,97,112,103,0.034,1.249363947,0.602664502,1.673881811,385,118,6
1,79,407,418,408,0.026,1.249363947,0.602664502,1.673881811,385,118,6
1,79,958,969,966,0.026,1.249363947,0.602664502,1.673881811,385,118,6
1,86,234,246,239,0.028,1.887918503,1.263034406,1.786594599,726,129,6
1,86,590,602,596,0.028,1.887918503,1.263034406,1.786594599,726,129,6
1,86,858,870,862,0.028,1.887918503,1.263034406,1.786594599,726,129,6
1,87,65,80,70,0.034,1.833927218,2.700439718,1.760738598,849,130,6
1,87,477,494,484,0.038,1.833927218,2.700439718,1.760738598,849,130,6
1,92,184,197,190,0.03,1.782228719,2.736965594,1.682025294,948,137,6
1,94,397,409,405,0.028,1.850560296,3,1.697227324,819,141,6
1,94,651,670,665,0.042,1.850560296,3,1.697227324,819,141,6
1,95,667,681,674,0.032,1.889025574,2.64385619,1.694973801,492,142,6
1,101,433,444,441,0.026,1.943648709,1.509013647,1.677340333,666,154,6
1,107,690,705,701,0.034,1.918295834,1.584962501,1.897326737,615,163,6
1,111,428,439,436,0.026,1.760964047,2.321928095,1.802113125,633,167,6
1,111,808,822,816,0.032,1.760964047,2.321928095,1.802113125,633,167,6
1,112,305,323,312,0.04,1.789929075,2.459431619,1.783131244,708,168,6
1,113,307,319,318,0.028,1.825011211,2,1.786594599,568,169,6
1,114,111,124,118,0.03,1.826245258,1.378511623,1.760738598,856,170,6
1,116,532,551,539,0.042,1.746465799,1.099535674,1.734556761,591,172,6
1,119,469,484,478,0.034,1.747167197,1.169925001,1.71022234,644,175,6
1,121,356,367,366,0.026,1.680482024,2.321928095,1.682025294,779,177,6
1,121,700,711,707,0.026,1.680482024,2.321928095,1.682025294,779,177,6
1,123,126,138,136,0.028,1.716763599,1.874469118,1.697528117,486,179,6
1,124,369,383,376,0.032,1.720066048,1.716207034,1.699536613,492,180,6
1,125,203,214,208,0.026,1.717090775,1.584962501,1.697227324,479,181,6
1,126,75,87,81,0.028,1.709526332,2.321928095,1.694973801,937,182,6
1,130,556,571,566,0.034,1.698764767,1.398549376,1.700446648,704,186,6
1,130,649,662,656,0.03,1.698764767,1.398549376,1.700446648,704,186,6
1,132,169,186,185,0.038,1.678426148,1.36923381,1.69847831,633,188,6
1,132,724,736,728,0.028,1.678426148,1.36923381,1.69847831,633,188,6
1,133,980,995,985,0.034,1.667654958,1.415037499,1.6877879,679,189,6
1,137,331,342,340,0.026,1.622521126,2.624490865,1.677340333,860,194,6
1,142,223,242,231,0.042,1.663280464,2.222392421,1.667474469,850,199,6
1,143,187,204,193,0.038,1.674880843,2.10433666,1.661906835,755,200,6
1,144,33,45,44,0.028,2,2,2,883,201,6
1,144,144,156,151,0.028,2,2,2,883,201,6
1,144,511,523,512,0.028,2,2,2,883,201,6
1,146,317,328,324,0.026,1.79248125,1,1.897326737,421,203,6
1,146,949,965,954,0.036,1.79248125,1,1.897326737,421,203,6
1,149,509,529,523,0.044,1.752715279,1.584962501,1.839844071,479,206,6
1,149,544,559,553,0.034,1.752715279,1.584962501,1.839844071,479,206,6
1,150,988,999,996,0.026,1.721928095,1.321928095,1.802113125,585,207,6
1,151,284,296,289,0.028,1.67673703,1.137503524,1.783131244,515,208,6
1,157,881,892,890,0.026,1.493213364,1,1.71022234,416,215,6
1,163,839,857,845,0.04,1.498454536,0.943416472,1.694973801,696,222,6
1,165,809,822,812,0.03,1.547954857,0.94753258,1.709094124,567,224,6
1,166,170,193,185,0.05,1.525655942,0.900464326,1.701655272,672,225,6
1,167,760,789,773,0.062,1.503352977,0.857980995,1.700446648,538,226,6
1,167,941,962,949,0.046,1.503352977,0.857980995,1.700446648,538,226,6
1,169,672,683,677,0.026,1.487711254,0.866733469,1.69847831,662,228,6
1,173,716,730,723,0.032,1.52704873,0.959358016,1.670762415,629,232,6
1,173,778,791,782,0.03,1.52704873,0.959358016,1.670762415,629,232,6
1,174,228,239,237,0.026,1.49436926,0.887525271,1.677340333,400,234,6
1,177,335,358,349,0.05,1.466597796,0.862496476,1.682121788,966,237,6
1,179,226,238,236,0.028,1.436488462,0.807354922,1.667474469,528,239,6
1,179,412,423,421,0.026,1.436488462,0.807354922,1.667474469,528,239,6
1,180,308,324,316,0.036,1.421564264,0.782408565,1.661906835,496,240,6
1,184,464,481,471,0.038,1.79248125,1,1.786594599,720,249,6
1,185,125,137,131,0.028,1.727248606,0.893084796,1.760738598,707,250,6
1,185,762,773,772,0.026,1.727248606,0.893084796,1.760738598,707,250,6
1,187,15,27,18,0.028,1.604935595,0.736965594,1.734556761,414,252,6
1,188,902,918,909,0.036,1.569445262,0.710493383,1.71022234,650,255,6
1,192,681,702,688,0.046,1.680155967,0.884522783,1.697227324,738,261,6
1,193,682,698,690,0.036,1.647351814,0.836501268,1.694973801,785,262,6
1,194,219,242,232,0.05,1.593613552,0.784271309,1.69847831,743,268,6
1,194,470,484,480,0.032,1.593613552,0.784271309,1.69847831,743,268,6
1,194,521,539,528,0.04,1.593613552,0.784271309,1.69847831,743,268,6
1,199,113,130,120,0.038,1.950212065,1.807354922,1.857659237,903,284,6
1,200,813,838,827,0.054,1.905639062,1.415037499,1.879699219,824,285,6
1,204,570,590,580,0.044,1.950063756,1.700439718,1.760738598,863,290,6
1,205,31,45,35,0.032,1.924174352,1.485426827,1.766782343,754,291,6
1,205,245,256,255,0.026,1.924174352,1.485426827,1.766782343,754,291,6
1,205,500,511,503,0.026,1.924174352,1.485426827,1.766782343,754,291,6
1,207,891,902,900,0.026,1.882856064,2.415037499,1.720311317,686,293,6
1,208,99,118,109,0.042,1.903967813,1.502500341,1.720210351,878,294,6
1,209,904,917,905,0.03,1.877640283,1.362570079,1.71022234,579,295,6
1,210,6,20,17,0.032,1.84742012,2.247927513,1.697661123,619,296,6
1,219,971,984,979,0.03,1.793429088,2.129283017,1.670762415,925,312,6
1,221,90,105,103,0.034,1.831398392,1.963474124,1.683327538,812,316,6
1,223,720,737,727,0.038,1.818225228,1.187627003,1.673881811,808,318,6
1,223,801,815,808,0.032,1.818225228,1.187627003,1.673881811,808,318,6
1,225,185,196,189,0.026,1.786908715,2.426264755,1.661906835,931,320,6
1,225,663,674,666,0.026,1.786908715,2.426264755,1.661906835,931,320,6
1,225,835,857,847,0.048,1.786908715,2.426264755,1.661906835,931,320,6
1,227,423,435,431,0.028,1.886308282,1.440572591,1.697661123,792,336,6
1,230,985,999,990,0.032,1.896202743,1.459431619,1.682255613,593,350,6
1,232,178,189,181,0.026,1.861806957,1.509013647,1.677340333,988,354,6
1,233,307,323,317,0.036,1.846439345,2.321928095,1.802113125,882,367,6
1,233,802,817,807,0.034,1.846439345,2.321928095,1.802113125,882,367,6
1,236,21,33,26,0.028,1.748999223,2.415037499,1.720311317,707,373,6
1,238,403,428,420,0.054,1.786301201,1.440572591,1.697661123,819,376,6
1,239,422,433,426,0.026,1.765957321,2,1.682025294,754,377,6
1,240,126,138,129,0.028,1.772338851,1.392317423,1.692446328,860,378,6
1,240,486,500,492,0.032,1.772338851,1.392317423,1.692446328,860,378,6
1,242,422,436,430,0.032,1.754406109,1.938599455,1.699536613,855,380,6
